SampleID,Row.names.x,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name,HOST,Organism,Platform,Sample.Name,S.obs,S.chao1,se.chao1.x,S.ACE,se.ACE.x,sample_sums(g16F4),Row.names.y,S.obs_rare,S.chao1_rare,se.chao1.y,S.ACE_rare,se.ACE.y,sample_sums(g16F4Rare),Row.names.x,S.obs_antiRare,S.chao1_antiRare,se.chao1.x,S.ACE_antiRare,se.ACE.x,sample_sums(g16AntiRare),Row.names.y,S.obs_anti,S.chao1_anti,se.chao1.y,S.ACE_anti,se.ACE.y,sample_sums(g16Anti),AntiBdRARare,AntiBdRA
GARP04,GARP04,freshwater biome [ENVO:00000873],pond [ENVO:00000033],liquid water [ENVO:00002006],SRX22506862,USA: George Washington & Jefferson National Forests,not applicable,freshwater metagenome,ILLUMINA,GARP04,231,231.375,0.757991271,231.9426647,7.566477663,21878,GARP04,150,213.1034483,21.47369048,226.3785831,8.396591193,2022,GARP04,1,1,0,1,0,2,GARP04,1,1,0,NA,NA,18,0.00098912,0.000822744
GARP05,GARP05,freshwater biome [ENVO:00000873],pond [ENVO:00000033],liquid water [ENVO:00002006],SRX22506863,USA: George Washington & Jefferson National Forests,not applicable,freshwater metagenome,ILLUMINA,GARP05,192,195,2.86376008,194.9250921,6.887102969,13370,GARP05,133,164.7142857,13.75027192,166.725967,6.358649519,2022,GARP05,2,2,0.353553391,3.111111111,0.822165212,4,GARP05,4,4,0,4,0.866025404,37,0.001978239,0.00276739
GARP06,GARP06,freshwater biome [ENVO:00000873],pond [ENVO:00000033],liquid water [ENVO:00002006],SRX22506865,USA: George Washington & Jefferson National Forests,not applicable,freshwater metagenome,ILLUMINA,GARP06,130,130,0,130,5.618650262,26310,GARP06,86,102.6666667,8.805193865,108.7362146,5.348193162,2022,GARP06,0,0,NA,NA,NA,0,GARP06,2,2,0,2,0,18,0,0.000684151
GARP07,GARP07,freshwater biome [ENVO:00000873],pond [ENVO:00000033],liquid water [ENVO:00002006],SRX22507147,USA: George Washington & Jefferson National Forests,not applicable,freshwater metagenome,ILLUMINA,GARP07,128,128.2,0.621249307,128.4382846,5.629265008,16459,GARP07,94,117.2142857,12.04817098,115.0025026,5.097611513,2022,GARP07,1,1,0,1,0,2,GARP07,1,1,0,1,0,6,0.00098912,0.000364542
GARP08,GARP08,freshwater biome [ENVO:00000873],pond [ENVO:00000033],liquid water [ENVO:00002006],SRX22507148,USA: George Washington & Jefferson National Forests,not applicable,freshwater metagenome,ILLUMINA,GARP08,480,483,2.582455226,482.7479795,10.86695776,23200,GARP08,302,431.2542373,30.83681292,453.2950216,11.60963509,2022,GARP08,2,2,0.353553391,3.125,0.754841474,5,GARP08,3,3,0,NA,NA,123,0.002472799,0.005301724
HOQ01,HOQ01,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507149,USA: George Washington & Jefferson National Forests,Eurycea bislineata,skin metagenome,ILLUMINA,HOQ01,323,324.6666667,2.205330759,323.8452869,8.953170924,5804,HOQ01,306,319.9285714,6.101728032,324.0433888,6.90448908,2022,HOQ01,17,18,2.297341459,17.58503401,1.889062881,174,HOQ01,17,17,0,17,1.878672873,506,0.086053412,0.087181254
HOQ02,HOQ02,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507150,USA: George Washington & Jefferson National Forests,Eurycea bislineata,skin metagenome,ILLUMINA,HOQ02,468,469.8,1.891907448,469.9206168,10.71417587,9277,HOQ02,384,492.358209,25.93002319,483.5424522,10.20980884,2022,HOQ02,20,20,0.081223286,20.40464556,1.851047091,129,HOQ02,24,24,0.489472505,24.22937593,2.346049542,637,0.06379822,0.068664439
HOQ03,HOQ03,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507151,USA: George Washington & Jefferson National Forests,Eurycea bislineata,skin metagenome,ILLUMINA,HOQ03,191,198,6.653894014,192.7059171,6.849188846,3240,HOQ03,188,201,9.258763031,191.6918427,6.20173617,2022,HOQ03,17,17,0.48507125,17.28324568,2.036844298,301,HOQ03,17,17,0,17,1.878672873,493,0.148862512,0.152160494
HOQ05,HOQ05,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507154,USA: George Washington & Jefferson National Forests,Eurycea bislineata,skin metagenome,ILLUMINA,HOQ05,148,148,0,148,5.663419844,3789,HOQ05,146,148.5,2.898976334,147.4411077,5.742543238,2022,HOQ05,11,11,0,11,1.651445648,479,HOQ05,11,11,0,11,1.477097892,881,0.236894164,0.232515176
HOQ06,HOQ06,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507155,USA: George Washington & Jefferson National Forests,Eurycea bislineata,skin metagenome,ILLUMINA,HOQ06,309,314.7142857,3.988777795,313.2576466,8.513443642,7097,HOQ06,257,289.1818182,10.9947813,297.6216386,7.409172031,2022,HOQ06,12,12,0.159571185,12.56921387,1.766981281,133,HOQ06,12,12,0,12,1.632993162,452,0.065776459,0.063688883
HOQ07,HOQ07,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507156,USA: George Washington & Jefferson National Forests,Eurycea bislineata,skin metagenome,ILLUMINA,HOQ07,360,366,4.535737832,363.0189245,9.408990064,6127,HOQ07,329,368.1,12.4131463,372.7527104,8.416633558,2022,HOQ07,20,21,2.304240398,20.93468013,2.238978707,278,HOQ07,21,21,0.487950036,21.32137223,2.021997082,811,0.137487636,0.132364942
HOQ08,HOQ08,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506746,USA: George Washington & Jefferson National Forests,Eurycea bislineata,skin metagenome,ILLUMINA,HOQ08,160,160.1428571,0.486853559,160.3389196,6.188817625,2195,HOQ08,160,160.5,1.02706537,160.5612819,6.095893649,2022,HOQ08,10,10,0,10,1.264911064,283,HOQ08,10,10,0,10,1.264911064,310,0.139960435,0.141230068
HOQ09,HOQ09,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506747,USA: George Washington & Jefferson National Forests,Eurycea bislineata,skin metagenome,ILLUMINA,HOQ09,607,622.2608696,7.79657379,614.4383097,12.25990155,11251,HOQ09,484,549.7413793,15.59579529,567.9078529,10.10376547,2022,HOQ09,34,34.75,1.420647224,35.09121372,2.56901495,286,HOQ09,39,39,0,39,2.253202849,1711,0.141444115,0.152075371
HOQ10,HOQ10,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506748,USA: George Washington & Jefferson National Forests,Eurycea bislineata,skin metagenome,ILLUMINA,HOQ10,478,495,10.6574812,481.9647536,10.85244242,15643,HOQ10,335,438.0298507,24.94001926,455.122801,11.19960283,2022,HOQ10,38,38,0.070482456,38.400084,3.026565308,728,HOQ10,44,44,0.494285527,44.27134774,2.223770862,5782,0.360039565,0.369622195
HOQ11,HOQ11,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506749,USA: George Washington & Jefferson National Forests,Eurycea bislineata,skin metagenome,ILLUMINA,HOQ11,1589,1668,23.55803794,1614.603844,18.87712412,136445,HOQ11,596,1041.769231,70.37510708,1076.450197,19.81341903,2022,HOQ11,44,55,8.869723784,50.51138188,3.20997957,378,HOQ11,66,66,0,66,2.501514693,25698,0.18694362,0.188339624
HOQ12,HOQ12,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506750,USA: George Washington & Jefferson National Forests,Eurycea bislineata,skin metagenome,ILLUMINA,HOQ12,1523,1542.344828,8.784841925,1529.881579,18.44824888,53074,HOQ12,744,1196.928571,63.05800988,1199.754994,20.12525927,2022,HOQ12,46,53,6.646037264,49.55218659,2.90985906,382,HOQ12,56,56,0,56,1.38873015,9861,0.18892186,0.185797189
HOQ13,HOQ13,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506751,USA: George Washington & Jefferson National Forests,Eurycea bislineata,skin metagenome,ILLUMINA,HOQ13,583,594.55,6.580898918,587.7576703,11.98573969,11030,HOQ13,462,544.56,19.05371287,552.5813868,10.29592149,2022,HOQ13,27,27,0.245326691,27.25362284,2.183185931,256,HOQ13,30,30,0,30,2.316606714,1443,0.126607319,0.130825023
HOQ14,HOQ14,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506753,USA: George Washington & Jefferson National Forests,Eurycea bislineata,skin metagenome,ILLUMINA,HOQ14,489,490.9565217,1.954886723,491.1178789,11.01156344,10971,HOQ14,404,491.0786517,20.39414846,513.6326747,10.96878328,2022,HOQ14,28,28.2,0.619965682,28.78904602,2.261292879,253,HOQ14,29,29,0,29,1.856953382,1420,0.12512364,0.129432139
HOQ15,HOQ15,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506754,USA: George Washington & Jefferson National Forests,Notophthalmus viridescens,skin metagenome,ILLUMINA,HOQ15,676,690.6666667,6.882598633,687.4340096,12.89941806,17705,HOQ15,486,628.5,28.59054714,652.8482817,12.79823501,2022,HOQ15,46,46.6,1.058748958,47.90440013,3.363616031,567,HOQ15,50,50,0,50,2.592296279,4821,0.28041543,0.272295962
HOQ16,HOQ16,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506755,USA: George Washington & Jefferson National Forests,Notophthalmus viridescens,skin metagenome,ILLUMINA,HOQ16,873,894.525,8.833253144,886.0360718,14.54642195,44777,HOQ16,439,673.0125,45.22081216,685.6124341,15.26491995,2022,HOQ16,38,45.85714286,6.331436841,45.25796097,2.73000991,125,HOQ16,46,47,2.326992397,46.94800767,2.413878343,2686,0.06181998,0.059986154
HOQ17,HOQ17,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506756,USA: George Washington & Jefferson National Forests,Notophthalmus viridescens,skin metagenome,ILLUMINA,HOQ17,561,573.5,6.692516317,568.8655508,11.51134236,39543,HOQ17,298,382.641791,21.45502137,402.199116,10.42938234,2022,HOQ17,39,42.75,4.202839148,42.98497396,3.260372732,993,HOQ17,48,48,0,48,1.914854216,19255,0.491097923,0.48693827
HOQ18,HOQ18,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506757,USA: George Washington & Jefferson National Forests,Notophthalmus viridescens,skin metagenome,ILLUMINA,HOQ18,1043,1067.555556,9.100044039,1059.523389,16.04510395,31003,HOQ18,589,816.7,37.66113066,888.074748,17.38512707,2022,HOQ18,50,57.85714286,6.332737225,57.73343687,3.573036408,475,HOQ18,55,55,0.495433694,55.53026855,1.585683428,7225,0.234915925,0.233041964
HOQ19,HOQ19,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506758,USA: George Washington & Jefferson National Forests,Notophthalmus viridescens,skin metagenome,ILLUMINA,HOQ19,1184,1216.282609,11.47381993,1200.876439,17.00890003,49092,HOQ19,541,876.9405941,56.37813244,916.4363433,18.28156029,2022,HOQ19,35,42.2,6.432312683,41.3509982,2.890609401,231,HOQ19,47,48,2.327373341,49.72653061,2.111053931,5505,0.114243323,0.112136397
HOQS01,HOQS01,freshwater biome [ENVO:00000873],stream [ENVO:00000023],liquid water [ENVO:00002006],SRX22506760,USA: George Washington & Jefferson National Forests,not applicable,freshwater metagenome,ILLUMINA,HOQS01,395,402.5555556,4.983329857,399.331132,9.830136253,5393,HOQS01,361,393.5,10.71274958,394.9568592,8.166641082,2022,HOQS01,9,9,0.15713484,9.473030735,1.345957748,73,HOQS01,9,9,0,9,1.247219129,199,0.036102868,0.036899685
HOQS02,HOQS02,freshwater biome [ENVO:00000873],stream [ENVO:00000023],liquid water [ENVO:00002006],SRX22506761,USA: George Washington & Jefferson National Forests,not applicable,freshwater metagenome,ILLUMINA,HOQS02,287,287.5555556,0.903036128,288.4280615,8.246957535,3670,HOQS02,272,281.2195122,4.882379726,283.1885636,6.893704535,2022,HOQS02,9,9,0.471404521,9.989076013,1.552521019,187,HOQS02,9,9,0,9,1.247219129,307,0.09248269,0.083651226
HOQS03,HOQS03,freshwater biome [ENVO:00000873],stream [ENVO:00000023],liquid water [ENVO:00002006],SRX22506762,USA: George Washington & Jefferson National Forests,not applicable,freshwater metagenome,ILLUMINA,HOQS03,324,331.0909091,5.294236712,326.5536397,8.774035929,3947,HOQS03,313,326.0526316,6.277358148,325.6236516,7.006080248,2022,HOQS03,4,4,0,4,0.866025404,35,HOQS03,4,4,0,4,0.866025404,63,0.017309594,0.01596149
HOQS05,HOQS05,freshwater biome [ENVO:00000873],stream [ENVO:00000023],liquid water [ENVO:00002006],SRX22506765,USA: George Washington & Jefferson National Forests,not applicable,freshwater metagenome,ILLUMINA,HOQS05,306,316.4615385,6.75367063,310.4921982,8.545507859,3646,HOQS05,292,303.7567568,5.870287129,303.7210685,6.98424748,2022,HOQS05,9,9,0,9,0.942809042,72,HOQS05,9,9,0,9,1.414213562,131,0.035608309,0.035929786
HOQS06,HOQS06,freshwater biome [ENVO:00000873],stream [ENVO:00000023],liquid water [ENVO:00002006],SRX22506766,USA: George Washington & Jefferson National Forests,not applicable,freshwater metagenome,ILLUMINA,HOQS06,388,391.4615385,3.106686894,389.8686944,9.693960001,5644,HOQS06,361,381.0675676,7.434218985,388.1855546,7.562967628,2022,HOQS06,8,8,0.467707173,8.462645773,1.306707558,57,HOQS06,8,8,0,8,1.369306394,154,0.028189911,0.027285613
HOQS07,HOQS07,freshwater biome [ENVO:00000873],stream [ENVO:00000023],liquid water [ENVO:00002006],SRX22506767,USA: George Washington & Jefferson National Forests,not applicable,freshwater metagenome,ILLUMINA,HOQS07,662,667.1219512,3.316020238,667.5604509,12.81895899,9487,HOQS07,542,666.03,25.85069875,653.3691314,10.71404645,2022,HOQS07,12,12,0.095742711,12.31578947,0.665362577,39,HOQS07,13,13,0,13,1.664100589,202,0.019287834,0.021292295
HOQS08,HOQS08,freshwater biome [ENVO:00000873],stream [ENVO:00000023],liquid water [ENVO:00002006],SRX22506768,USA: George Washington & Jefferson National Forests,not applicable,freshwater metagenome,ILLUMINA,HOQS08,380,391,6.288466596,386.169443,9.467331155,4603,HOQS08,349,381.4117647,11.23961756,379.1242258,7.713902034,2022,HOQS08,8,8,0,8,1.369306394,188,HOQS08,9,9,0,9,1.247219129,420,0.09297725,0.09124484
LEEP21,LEEP21,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506769,USA: Front Royal CBI,Notophthalmus viridescens,skin metagenome,ILLUMINA,LEEP21,51,51,0,51,3.553512485,11720,LEEP21,40,45,4.310878828,44.65753425,2.931982484,2022,LEEP21,2,2,0,2,0,6,LEEP21,3,3,0,3,0.816496581,33,0.002967359,0.0028157
LEEP22,LEEP22,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507071,USA: Front Royal CBI,Notophthalmus viridescens,skin metagenome,ILLUMINA,LEEP22,35,35,0.49280538,35.24242424,2.910383652,7518,LEEP22,31,35.66666667,4.486965598,37.83406418,3.062460267,2022,LEEP22,4,4,0.433012702,4.534184823,0.923639274,215,LEEP22,4,4,0,NA,NA,797,0.106330366,0.106012237
LEEP23,LEEP23,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507072,USA: Front Royal CBI,Notophthalmus viridescens,skin metagenome,ILLUMINA,LEEP23,33,33,0,33,2.839120649,12018,LEEP23,20,21.2,1.836049903,22.85714286,2.132272086,2022,LEEP23,4,4,0.433012702,4.5,0.968166841,390,LEEP23,4,4,0,4,0.866025404,2219,0.192878338,0.184639707
LEEP24,LEEP24,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507073,USA: Front Royal CBI,Notophthalmus viridescens,skin metagenome,ILLUMINA,LEEP24,42,42,0.24700588,42.2371134,3.208909689,8910,LEEP24,34,50.5,12.88828258,45.31851852,3.197342823,2022,LEEP24,3,3,0.40824829,4.102040816,0.983908081,45,LEEP24,3,3,0,3,0.816496581,185,0.022255193,0.020763187
LEEP25,LEEP25,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507074,USA: Front Royal CBI,Notophthalmus viridescens,skin metagenome,ILLUMINA,LEEP25,217,218.75,2.009200193,218.8368274,7.327920311,6142,LEEP25,194,217.9032258,10.09378657,218.4946358,6.566809425,2022,LEEP25,5,5,0.447213595,5.586,1.075793912,102,LEEP25,5,5,0.447213595,NA,NA,330,0.050445104,0.053728427
LEEP26,LEEP26,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507075,USA: Front Royal CBI,Notophthalmus viridescens,skin metagenome,ILLUMINA,LEEP26,162,164.1428571,2.53099112,163.6948134,6.249510432,10154,LEEP26,137,149.5,6.692115411,151.1283946,5.186485427,2022,LEEP26,5,5,0.223606798,5.701220171,1.164727552,60,LEEP26,5,5,0,5,0.894427191,328,0.029673591,0.032302541
LEEP27,LEEP27,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507076,USA: Front Royal CBI,Notophthalmus viridescens,skin metagenome,ILLUMINA,LEEP27,209,211.1428571,2.531135724,210.4540887,7.164524606,7982,LEEP27,181,201.0357143,9.084094292,200.4665301,6.394559994,2022,LEEP27,6,6.5,1.265291088,7.67,1.202488913,26,LEEP27,6,6,0,6,1.224744871,116,0.012858556,0.014532699
LEEP28,LEEP28,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507077,USA: Front Royal CBI,Notophthalmus viridescens,skin metagenome,ILLUMINA,LEEP28,152,152.75,1.255537677,152.8717372,6.06662459,10196,LEEP28,120,143.8,10.59180426,150.4459364,6.053018515,2022,LEEP28,7,7,0,7,1.309307341,546,LEEP28,8,8,0.467707173,9.086419753,1.379337577,2730,0.270029674,0.26775206
LEEP29,LEEP29,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507078,USA: Front Royal CBI,Notophthalmus viridescens,skin metagenome,ILLUMINA,LEEP29,256,257.6153846,1.884163266,257.5055853,7.952563091,20094,LEEP29,167,201.22,11.74430898,223.7504632,7.753910849,2022,LEEP29,6,6.333333333,0.909305013,7.428571429,1.334864653,251,LEEP29,6,6,0,6,0.912870929,2463,0.12413452,0.122573903
LEEP30,LEEP30,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507080,USA: Front Royal CBI,Notophthalmus viridescens,skin metagenome,ILLUMINA,LEEP30,208,208.5,0.874581092,209.5919597,7.19410764,17595,LEEP30,137,198.6,21.98264829,201.1746086,7.415691651,2022,LEEP30,10,13,4.493585171,12.42647059,1.615230082,102,LEEP30,10,10,0,10,0.948683298,940,0.050445104,0.053424268
LEEP31,LEEP31,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507081,USA: Front Royal CBI,Notophthalmus viridescens,skin metagenome,ILLUMINA,LEEP31,239,239.25,0.620398055,239.6126584,7.679238207,31372,LEEP31,129,180.3333333,18.10700667,205.1721237,8.409235384,2022,LEEP31,6,6,0.152145155,6.700793812,1.111299731,186,LEEP31,8,8,0.467707173,9.102040816,1.208178333,2502,0.091988131,0.079752646
LEEP32,LEEP32,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507082,USA: Front Royal CBI,Notophthalmus viridescens,skin metagenome,ILLUMINA,LEEP32,119,119,0,119,5.213105657,22062,LEEP32,62,85.21428571,12.04728132,103.2879611,6.767851993,2022,LEEP32,5,5,0.223606798,6.183320811,1.340982932,330,LEEP32,6,6,0,6,1.154700538,3558,0.163204748,0.161272777
LEEP33,LEEP33,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507083,USA: Front Royal CBI,Notophthalmus viridescens,skin metagenome,ILLUMINA,LEEP33,327,328.9090909,2.157262049,328.4305582,8.908963504,18476,LEEP33,220,317.0212766,26.25571186,334.7861235,10.76420183,2022,LEEP33,3,3,0,3,0.816496581,61,LEEP33,5,5,0,5,0.894427191,620,0.03016815,0.033557047
LEEP34,LEEP34,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507084,USA: Front Royal CBI,Notophthalmus viridescens,skin metagenome,ILLUMINA,LEEP34,223,224.4285714,1.934784327,224.0399931,7.409074798,17636,LEEP34,159,210.483871,17.98720569,213.657825,7.275080674,2022,LEEP34,5,5.5,1.259058089,8,0.946107816,72,LEEP34,6,6,0,6,0.912870929,716,0.035608309,0.040598775
LEEP35,LEEP35,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507253,USA: Front Royal CBI,Notophthalmus viridescens,skin metagenome,ILLUMINA,LEEP35,68,68,0.082718319,68.23046377,4.053705329,16961,LEEP35,48,90,26.00048076,78.31051624,4.684335049,2022,LEEP35,4,4,0,4,1,403,LEEP35,4,4,0,NA,NA,3304,0.199307616,0.194799835
LEEP36,LEEP36,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507254,USA: Front Royal CBI,Notophthalmus viridescens,skin metagenome,ILLUMINA,LEEP36,279,281.3333333,2.55358524,280.4612563,8.306688618,19983,LEEP36,182,220.8863636,13.29492999,245.801906,8.832812183,2022,LEEP36,7,8,2.236067977,8.026666667,1.189639168,88,LEEP36,9,9,0,9,1.247219129,858,0.043521266,0.042936496
LEEP37,LEEP37,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507255,USA: Front Royal CBI,Notophthalmus viridescens,skin metagenome,ILLUMINA,LEEP37,223,227,3.890643044,225.0066901,7.423350532,22401,LEEP37,132,168.3870968,13.79827042,185.2361023,7.874240733,2022,LEEP37,8,8,0.467707173,8.519572144,1.322106724,179,LEEP37,9,9,0,9,0.942809042,1794,0.088526212,0.08008571
LEEPP01,LEEPP01,freshwater biome [ENVO:00000873],pond [ENVO:00000033],liquid water [ENVO:00002006],SRX22507343,USA: Front Royal CBI,not applicable,freshwater metagenome,ILLUMINA,LEEPP01,410,415,4.133599813,412.2422658,10.07247066,10078,LEEPP01,338,402.6666667,17.20986714,418.5433131,9.763154893,2022,LEEPP01,0,0,NA,NA,NA,0,LEEPP01,0,0,NA,NA,NA,0,0,0
LEEPP02,LEEPP02,freshwater biome [ENVO:00000873],pond [ENVO:00000033],liquid water [ENVO:00002006],SRX22507344,USA: Front Royal CBI,not applicable,freshwater metagenome,ILLUMINA,LEEPP02,192,196.2,4.340542862,193.4839014,6.803267255,3117,LEEPP02,186,189.5454545,2.878637771,190.3701616,6.2289725,2022,LEEPP02,0,0,NA,NA,NA,0,LEEPP02,0,0,NA,NA,NA,0,0,0
LEEPP03,LEEPP03,freshwater biome [ENVO:00000873],pond [ENVO:00000033],liquid water [ENVO:00002006],SRX22507345,USA: Front Royal CBI,not applicable,freshwater metagenome,ILLUMINA,LEEPP03,138,138.4285714,0.912779699,138.6793191,5.789267136,2911,LEEPP03,136,137,1.366883254,137.8665671,5.689637877,2022,LEEPP03,0,0,NA,NA,NA,0,LEEPP03,0,0,NA,NA,NA,0,0,0
LEEPP04,LEEPP04,freshwater biome [ENVO:00000873],pond [ENVO:00000033],liquid water [ENVO:00002006],SRX22507346,USA: Front Royal CBI,not applicable,freshwater metagenome,ILLUMINA,LEEPP04,207,210,3.419523776,208.1716831,7.148362801,5544,LEEPP04,192,215.375,10.55573136,210.439355,6.386961116,2022,LEEPP04,1,1,0,1,0,2,LEEPP04,1,1,0,1,0,4,0.00098912,0.000721501
LEEPP05,LEEPP05,freshwater biome [ENVO:00000873],pond [ENVO:00000033],liquid water [ENVO:00002006],SRX22507347,USA: Front Royal CBI,not applicable,freshwater metagenome,ILLUMINA,LEEPP05,343,345.5714286,2.515324949,344.9326608,9.218257582,8504,LEEPP05,294,328.546875,11.19092902,340.865351,8.271924014,2022,LEEPP05,0,0,NA,NA,NA,0,LEEPP05,0,0,NA,NA,NA,0,0,0
LEEPP06,LEEPP06,freshwater biome [ENVO:00000873],pond [ENVO:00000033],liquid water [ENVO:00002006],SRX22507348,USA: Front Royal CBI,not applicable,freshwater metagenome,ILLUMINA,LEEPP06,314,319.5714286,4.241633198,317.4180749,8.792688751,8010,LEEPP06,280,317.82,12.63521849,322.5822565,8.111648478,2022,LEEPP06,3,3,0.40824829,3.619140625,0.754218113,17,LEEPP06,3,3,0,3,0.816496581,58,0.008407517,0.007240949
LEEPP07,LEEPP07,freshwater biome [ENVO:00000873],pond [ENVO:00000033],liquid water [ENVO:00002006],SRX22506965,USA: Front Royal CBI,not applicable,freshwater metagenome,ILLUMINA,LEEPP07,397,400,2.751435989,399.428399,9.829515176,14115,LEEPP07,309,381.85,19.69993028,393.8026706,9.756572261,2022,LEEPP07,3,3,0.204124145,4,0.901720654,25,LEEPP07,4,4,0,4,0.866025404,188,0.012363996,0.013319164
LEEPP08,LEEPP08,freshwater biome [ENVO:00000873],pond [ENVO:00000033],liquid water [ENVO:00002006],SRX22506966,USA: Front Royal CBI,not applicable,freshwater metagenome,ILLUMINA,LEEPP08,265,265.4285714,0.912923405,265.5379968,8.103350933,4624,LEEPP08,254,263.9473684,5.210126409,265.1966139,6.312671768,2022,LEEPP08,0,0,NA,NA,NA,0,LEEPP08,0,0,NA,NA,NA,0,0,0
PCR_BCOM01,PCR_BCOM01,not applicable,not applicable,not applicable,SRX22506972,not applicable,not applicable,synthetic metagenome,ILLUMINA,PCR_BCOM01,908,919.8095238,5.74896314,915.8254995,15.00107251,16474,PCR_BCOM01,640,915.4424779,46.47222001,868.5940848,14.49887597,2022,PCR_BCOM01,9,10.5,2.216181024,15.20347826,2.166940621,24,PCR_BCOM01,11,11,0,11,1.651445648,237,0.011869436,0.014386306
POSH60,POSH60,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506977,USA: Front Royal CBI,Plethodon cinereus,skin metagenome,ILLUMINA,POSH60,66,66,0.165399221,66.17752876,4.049614127,2520,POSH60,66,66,0.099239533,66.21149661,3.990216429,2022,POSH60,11,11,0,11,1.477097892,524,POSH60,11,11,0,11,1.279204298,653,0.259149357,0.259126984
POSH61,POSH61,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506980,USA: Front Royal CBI,Plethodon cinereus,skin metagenome,ILLUMINA,POSH61,75,75,0,75,4.329742102,4044,POSH61,71,74.11111111,3.100676496,74.41510003,4.011961353,2022,POSH61,15,15,0,15,1.825741858,1042,POSH61,16,16,0,16,1.5612495,2033,0.515331355,0.502720079
POSH62,POSH62,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506981,USA: Front Royal CBI,Plethodon cinereus,skin metagenome,ILLUMINA,POSH62,309,314.8333333,4.165428538,313.2060137,8.743116468,7322,POSH62,268,292.0196078,9.066933587,294.1687504,6.776429497,2022,POSH62,11,11,0.119182824,11.41176471,1.6086329,87,POSH62,11,11,0,11,1.651445648,337,0.043026706,0.046025676
